row;referenced_author;referenced_author_id;referenced_work_id;referenced_source_id
310;Jones, S. K.;30376;40379;0
311;Barrow, Terry;30377;40380;0
312;Buhler, Alfred;30378;40381;0
313;Mountford, Charles;30379;40381;0
314;Barrow, Terry;30377;40381;0
315;Carpenter, Edmund;30380;40382;0
316;Bascom, William;30381;40383;60121
317;Fraser, Douglas;30304;40384;0
318;Whiteford, Andrew H.;30382;40385;60110
319;Cox, Halley;30383;40386;0
320;Davenport, William;30384;40386;0
321;Linton, Ralph;30385;40387;60122
322;Walker, Roslyn A.;30386;40388;0
323;Bascom, William;30381;40389;60123
324;Rattray, Robert S.;30387;40390;0
325;Sieber, Roy;30388;40391;0
326;Messenger, John C.;30389;40392;60121
327;Lewis, Philip H.;30390;40393;0
328;Gerbrands, Adrian A.;30391;40394;0
329;Thompson, Robert;30392;40395;60123
330;Graburn, Nelson H.;30393;40396;60124
331;Muensterberger, Walter;30394;40397;60125
332;Handy, E. S. Craighill;30395;40398;60126
333;Douglas, Mary;30396;40399;0
334;Meek, C. K.;30397;40400;0
335;Kubler, George;30398;40401;0
336;McCarthy, Frederick D.;30399;40402;60127
337;Vequaud, Yves;30400;40403;0
338;Stendhal, Renate;30401;40404;60128
339;Betaille, Andre;30402;40405;0
340;Madan, T. N.;30403;40405;0
341;Cormack, Margaret;30404;40406;0
342;Das, Frieda Hauswirth;30405;40407;0
343;Mandelbaum, D. G.;30406;40408;0
344;Masani, Mehra;30407;40409;60129
345;Mies, Maria;30408;40410;60130
346;Minturn, L.;30409;40411;0
347;Hitchcock, J.;30410;40411;0
348;Mody, Susan;30411;40412;60130
349;Mhatre, Sharayu;30412;40412;60130
350;Omvedt, Gail;30413;40413;60130
351;U. N. Department of Economic and Social Affairs;30414;40414;0
352;Irwin, John;30415;40415;0
353;Anand, Mulk Raj;30416;40416;60131
354;Orchard, William C.;30417;40417;0
355;Grinnell, George Bird;30418;40418;0
356;Lyford, Carrie H.;30419;40419;0
357;Harkeson, Georgiana Brown;30420;40420;0
358;Sandoz, Mari;30421;40421;0
359;Powell, Peter J.;30422;40422;60132
360;Spooner, Brian;30423;40423;60133
361;MacGaffey, Janet;30424;40424;60134
362;Textor, Robert B.;30425;40425;0
363;Murdock, George P.;30426;40426;60135
364;Provost, Caterina;30427;40426;60135
365;Swantz, Marja-Liisa;30428;40427;0
366;Talbot, P. Amaury;30429;40428;0
367;Cole, Herbert M.;30430;40429;60136
368;Cole, Herbert M.;30430;40430;60137
369;Cole, Herbert M.;30430;40431;60138
370;Cory, Hans;30431;40432;0
371;Glaze, Anita;30432;40433;60139
372;Ardener, Shirly;30433;40434;60140
373;Twala, Regina;30434;40435;60141
374;Imperator, Pascal James;30435;40436;60142
375;Shamir, Marli;30436;40436;60142
376;Reichlin, Seth;30437;40437;0
377;Lomax, Alan;30438;40438;0
378;Paulay, Forrestine;30439;40438;0
379;Coote, Mary P.;30440;40439;60143
380;McLeod, Norma;30441;40440;60144
381;Herndon, Marcia;30442;40440;60144
382;Carlisle, Roxanne Connick;30443;40441;60145
383;Bandler, Jane;30444;40442;60146
384;Bandler, Donald;30445;40442;60146
385;Kooijman, Simon;30446;40443;60147
386;Etienne, Mona;30447;40444;60148
387;Bunzel, Ruth;30448;40445;0
388;O'Neale, Lila M.;30449;40446;60149
389;Shange, Ntosake;30450;40447;0
390;Rennie, Susan;30451;40448;60150
391;Grimstad, Kirsten;30452;40448;60150
392;Geertz, Clifford;30453;40449;60151
393;Kaufman, Georgia;30454;40450;0
394;Daly, Mary;30455;40451;0
395;Ruether, Rosemary;30456;40452;0
396;Kramer, Heinrich;30457;40453;0
397;Sprenger, Jacob;30458;40453;0
398;Gross, Rita M.;30459;40454;0
399;Chicago, Judy;30460;40455;0
400;Rich, Adrienne;30191;40456;0
401;Lederer, Wolfgang;30461;40457;0
402;no name;30462;40458;60153
403;Mellaart, James;30463;40459;0
404;MyOwn, Barbry;30464;40460;60154
405;Goldstein, Valerie S.;30465;40461;60155
406;Langley, Jeffrey;30466;40462;0
407;Near, Holly;30467;40462;0
408;Eliade, Mircea;30468;40463;0
409;Lippard, Lucy R.;30189;40464;60156
410;Gumpert, Margi;30469;40465;60157
411;Mountaingrove, Jean;30470;40466;60158
412;Mountaingrove, Ruth;30471;40467;
413;Culpepper, Emily;30472;40467;60159
414;Reed, Henry (Editor);30473;40468;0
415;Thompson, J. Eric;30474;40469;0
416;Daly, Mary;30455;40470;60160
417;Vogt, Evon;30475;40471;0
418;Tiger, Lionel;30476;40472;0
419;Paz, Octavio;30318;40473;60161
420;Schechner, Richard;30477;40474;0
421;Turner, Victor;30478;40475;0
422;Waters, Frank;30479;40476;0
423;Adams, Henry;30480;40477;0
424;Auropublications;30481;40478;0
425;Bord, Janet;30482;40479;0
426;Borst, Lyle B.;30483;40480;0
427;Borst, Barbara M.;30484;40480;0
428;Charpentier, Louis;30485;40481;0
429;Dames, Michael;30486;40482;0
430;Dames, Michael;30486;40483;0
431;Garlake, Peter;30487;40484;0
432;Gimbutas, Marija;30488;40485;0
433;Hawkes, Jaquetta;30489;40486;0
434;Jayne, Walter Addison;30490;40487;0
435;Kerenyi, C.;30491;40488;0
436;Kramer, Samuel Noah;30492;40489;0
437;Levy, Rachel;30493;40490;0
438;Love, Iris;30494;40491;0
439;MacQuitty, William;30495;40492;0
440;Marshack, William;30496;40493;0
441;Masuda, Tomoya;30497;40494;0
442;Mellaart, James;30498;40495;0
443;Mellaart, James;30498;40496;0
444;Michell, John;30499;40497;0
445;Michell, John;30499;40498;0
446;Mylonas, George;30500;40499;0
447;Norelli-Bachellet, Patrizia;30501;40500;0
448;Piggot, Stuart;30502;40501;0
449;Purce, Jill;30503;40502;0
450;Schwenk, Theodor;30504;40503;0
451;Scully, Vincent;30505;40504;0
452;Stone, Merlin;30506;40505;0
453;Underwood, Guy;30507;40506;0
454;von Cles-Reden, Sibylle;30508;40507;0
455;Witt, R. E.;30509;40508;0
456;Collins, Sheila D.;30510;40509;0
457;Davis, Elizabeth Gould;30511;40510;0
458;no name;30512;40511;0
459;Thompson, William Irvin;30513;40512;0
460;James, E. O.;30514;40513;0
461;Sayre, Anne;30515;40514;0
462;Ferguson, George;30516;40515;0
463;von Franz, Marie Louise;30517;40516;0
464;Toth, Max;30518;40517;0
465;Nielsen, Greg;30519;40517;0
466;no name;30520;40518;0
467;Purce, Jill;30503;40502;0
468;Wood, Ernest;30521;40520;0
469;no name;30522;40521;0
470;Graves, Robert;30523;40522;0
471;Varenne, Jean;30524;40523;0
472;no name;30525;40524;0
473;Graves, Robert;30523;40525;0
474;Balinsky, B. I.;30526;40526;0
475;Balls, M. (Editor);30527;40526;0
476;Wild, A. E. (Editor);30528;40527;0
477;Dobszhansky, Theodosius;30529;40528;0
478;Austin, C. R.;30530;40529;0
479;von Franz, Marie Louise;30517;40530;0
480;Eliade, Mircea;30468;40531;0
481;Eliade, Mircea;30468;40532;0
482;Eliade, Mircea;30468;40533;0
483;Chadwick, John;30531;40534;0
484;Layard, John;30532;40535;0
485;Johnson, Buffie;30533;40536;60162
486;Boyd, Tracy;30534;40536;60162
487;Neumann, Erich;30535;40537;0
488;Stevenson, Mrs. Sinclair;30536;40538;0
489;Budge, Sir E. A. Wallis;30537;40539;0
490;Harrison, Jane Ellen;30538;40540;0
491;Neumann, Erich;30535;40541;0
492;Budge, Sir E. A. Wallis;30537;40542;0
493;Barb, A. A.;30539;40543;60163
494;Budge, Sir E. A. Wallis;30537;40544;0
495;Budge, Sir E. A. Wallis;30537;40545;0
496;Campbell, Joseph;30540;40546;0
497;Trachtenbert, Joshua;30541;40547;0
498;de Gubernatis, Angelo;30542;40548;0
499;Jung, C. G.;30543;40549;0
500;Singer, June;30544;40550;0
501;Jacobi, Jolande;30545;40551;0
502;Lobell, Mimi;30546;40552;60164
503;no name;30547;40553;60165
504;Moon, Sheila;30548;40554;0
505;Henes, Donna;30549;40555;60162
506;Damon, Betsy;30550;40556;60119
507;Raven, Arlene;30551;40557;60166
508;Rennie, Susan;30552;40557;60166
509;Budnik, Dan;30553;40558;60167
510;Hewett, Edgar L.;30554;40559;0
511;Hibben, Frank C.;30555;40560;0
512;Jackson, J. B.;30556;40561;60168
513;Katchongva, Dan;30557;40562;0
514;Kubler, George;30398;40563;0
515;Nequatewa, Edmund;30557;40564;0
516;Scully, Vincent;30558;40565;0
517;Silverberg, Robert;30559;40566;0
518;Thompson, Laura;30560;40567;0
519;Thompson, Laura;30560;40568;0
520;Alice Joseph;30561;40568;0
521;U.S. Federal Trade Comission, Bureau of Competition;30562;40569;0
522;Hosken, Fran;30563;40570;60169
523;Barker-Benfield, G. J.;30564;40571;60170
524;Mode, Heinz;30565;40572;0
525;Ehrenfels, O. R.;30566;40573;0
526;Campbell, Joseph;30540;40574;0
527;Wheeler, Sir Mortimer;30567;40575;0
528;Bussagli, Mario (Editor);30568;40576;0
529;Thomas, P.;30569;40577;0
530;Kosambi, D.D.;30570;40578;0
531;Frazer, Sir James George;30571;40579;0
532;Bhattacharyya, N. N.;30572;40580;0
533;Hastings, James (Editor);30573;40581;0
534;Thompson, G.;30574;40582;0
535;Lacey, Louise;30575;40583;60154
536;Eliade, Mircea;30468;40584;0
537;Kosambi, D.D.;30570;40585;0
538;Thomas, Lowell;30576;40586;0
539;Radin, Paul;30577;40587;0
540;Ehrenreich, Barbara;30578;40588;0
541;English, Deirdre;30579;40588;0
542;Pommerenke, Millicent;30580;40589;0
543;Thomas, P.;30581;40590;0
544;Dikshit, S. K.;30582;40591;0
545;Mookerjee, Ajit;30583;40592;0
546;Goldberg, B.Z.;30584;40593;0
547;Briffault, Robert;30585;40594;0
548;Prof. Indra;30586;40595;0
549;Rawson, Philip;30587;40596;0
550;Thurston, Edgar;30588;40597;60171
551;Rangarchari, K.;30589;40597;60171
552;Risley, H. H.;30590;40598;60171
553;Hellman, Louise (Editor);30591;40599;0
554;Department of Social Welfare, Govt. of India;30592;40600;0
555;Verzin, J. A.;30593;40601;60172
556;Shandall, A. Abu el Futuh;30594;40602;60173
557;Lantier, Jaques;30595;40603;0
558;de Villeneuve, Annie;30596;40604;60174
559;Pieters, Guy;30597;40605;60175
560;Cook, R.;30598;40606;0
561;no name;30599;40607;0
562;Ogunmodede, Esther;30600;40608;60176
563;no name;30601;40609;60177
564;no name;30602;40610;60177
565;Hosken, Fran;30563;40611;60178
566;Huber, Alfons;30603;40612;60179
567;Longo, Lawrence D.;30604;40613;60180
568;Hosken, Fran;30563;40614;60181
569;Hosken, Fran;30563;40615;60182
570;Hansen, Henny Harald;30605;40616;Folk, Vol. 14-15
571;Hayes, Rose Oldfield;30606;40617;American Ethnologist, Vol. 2, No. 4
572;Taoko, Jean G.;30607;40618;Famille et Developpment
573;Russell, Diana E. H. (Editor);30608;40619;0
574;Van de Ven, Nicole (Editor);30609;40619;0
575;Gayle, Rubin;30278;40275;60027
576;Gough, Kathleen;30611;40621;60187
577;Sacks, Karen;30612;40622;60188
578;Rohrlich-Leavitt, Ruby;30613;40623;60189
579;Sykes, Barbara;30614;40623;60189
580;Weatherford, Elizabeth;30041;40623;60189
581;Leacock, Eleanor;30615;40624;60187
582;Murphy, Yolanda;30616;40625;0
583;Murphy, Robert;30617;40625;0
584;Desanti, Dominique;30618;40626;0
585;Viezzer, Moema (Editor);30619;40627;0
586;Hitler, Adolf;30620;40628;0
587;Noakes, Jeremy;30621;40629;0
588;Pridham, Geoffrey;30622;40629;0
589;Gilder, George;30623;40630;0
590;Goldberg, Steven;30624;40631;0
591;Wilson, Edward O.;30625;40632;0
592;Bullough, Vern L.;30626;40633;0
593;Masters, R.E.L.;30627;40634;0
594;Lea, Eduard;30628;40634;0
595;Kiefer Otto;30629;40635;0
596;Pomeroy, Sarah B.;30630;40636;0
597;Goodsell, Willystine;30631;40637;0
598;Westermark, Edward;30632;40638;0
599;Gordon, Linda;30633;40639;60188
600;Hunter, Allen;30634;40639;60188
601;Tangri, S. Schwartz;30635;40640;60066
602;Gordon, Linda;30633;40641;0
603;Bremner, W. J.;30636;40642;60189
604;Kretser, D. M.;30637;40642;60189
605;Sartwell, P. E.;30638;40643;60190
606;Tietze, C.;30639;40644;60191
607;Lewit, S.;30640;40644;60191
608;no name;30641;40645;60192
609;no name;30642;40646;60193
610;Mishell, D. R.;30643;40647;60194
611;no name;30644;40648;60195
612;no name;30645;40649;60196
613;Mass, Bonnie;30646;40650;0
614;Barclay, W.;30647;40651;60197
615;Enright, J.;30648;40651;60197
616;Reynold, R. T.;30649;40651;60197
617;Segal, B.;30650;40652;60198
618;Hamelstein, H.;30651;40652;60198
619;no name;30652;40653;60197
620;Centre for Economic & Social Information/OPI for the World Population Conference, United Nations;30653;40654;60198
621;Hardin, G.;30654;40655;60199
622;Wishik, S.;30655;40656;60200
623;Ad Hoc Women's Studies Committee Against Sterilization Abuse;30656;40657;60201
624;The Boston Women's Health Book Collective;30657;40658;0
625;Caress, Barbara;30658;40659;60201
626;Caress, Barbara;30658;40660;60202
627;Chase, Allen;30659;40661;0
628;Corea, Gena;30660;40662;60203
629;Kelly, Joan;30661;40663;60204
630;no name;30662;40664;0
631;Littlewood, Thomas;30663;40665;0
632;Rodriguez-Trias, Helen;30664;40666;60205
633;Seaman, Barbara;30665;40667;0
634;Seaman, Gideon;30666;40667;0
635;Andy, O. J.;30667;40668;60206
636;Vernon, Mark;30668;40669;60207
637;Sweet, W. H.;30669;40669;60207
638;Ervin, Frank;30670;40669;60207
639;Vernon, Mark;30668;40670;0
640;Ervin, Frank;30670;40670;0
641;Breggin, Peter;30671;40671;60208
642;Freeman, Walter;30672;40672;0
643;Heath, Robert G.;30673;40673;60209
644;Delgado, Jose;30674;40674;0
645;Waggoner, Karen;30675;40675;60210
646;McConell, James V.;30676;40676;60211
647;Gray, Camilla;30677;40677;0
648;Laing, R. D.;30698;40697;0
649;Frois, Marcel;30699;40698;0
650;Uzanne, Octave;30700;40699;0
651;Gonnard, Rene;30701;40700;0
652;Leroy-Beaulieu, Paul;30702;40701;0
653;Zeldin, Theodore;30703;40702;0
654;Cabanne, Pierre;30704;40703;0
655;Zola, Emile;30705;40704;0
656;Montorgueil, Georges;30706;40705;0
657;Zevaes, Alexandre;30707;40706;0
658;Hobsbawm, E. J.;30708;40707;0
659;Thomas, Edith;30126;40708;0
660;Williams, Raymond;30688;40709;0
661;Benjamin, Walter;30233;40710;60221
662;Sartre, Jean-Paul;30709;40711;0
663;Shier, Alan;30710;40712;0
664;Franklin, Bruce;30711;40713;0
665;Greenberg;30712;40714;60222
666;no name;30713;40715;60223
667;no name;30714;40716;60224
668;no name;30715;40717;60225
669;no name;30716;40718;60226
670;Simon, R.;30717;40719;0
671;Hartman, M.;30718;40720;0
672;Rasche;30719;40721;60227
673;Klein;30720;40722;60228
674;Adler, F.;30721;40723;0
675;Rottman;30722;40724;60229
676;Simon, R.;30717;40724;60229
677;Price;30723;40725;60230
678;DeFrancis;30724;40726;60231
679;Rush;30725;40727;60232
680;no name;30726;40728;60233
681;Brownmiller, S.;30727;40729;0
682;Queens Bench Foundation;30728;40730;0
683;St Louis Feminist Research Project;30729;40731;0
684;Kalven, H.;40734;40732;0
685;Zeisel, H.;40735;40732;0
686;MacDonald, J.;40736;40733;0
687;Langley, R.;30730;40737;0
688;Levy, R.;30731;40737;0
689;Lerner, Gerda;30732;40738;0
690;LaFave, W.;30733;40739;0
691;Scott, A.;30734;40739;0
692;Perkins, R.;30735;40740;0
693;Curtin, J.;30736;40741;0
694;Kates, D.;30737;40741;0
695;Babcock, B.;30738;40742;0
696;Freedman, A.;30739;40742;0
697;Norton, E.;30740;40742;0
698;Ross, S.;30741;40742;0
699;Bardwick J.;30742;40743;60234
700;Consentino;30743;40744;60234
701;Heilbrun;30744;40744;60234
702;Chesler, P.;30745;40745;0
703;Derosis, H.;30746;40746;0
704;Pellegrino, V.;30747;40746;0
705;no name;30748;40747;60235
706;no name;30749;40748;60236
707;Harris;30750;40749;60237
708;Walker;30751;40750;0
709;Wilding, Faith;30752;40751;0
710;Daly, Mary;30455;40752;0
711;Love, Barbara;30753;40753;60238
712;Shanklin, Elizabeth;30754;40753;60238
713;Slote, Jesse;30755;40753;60238
714;Spretnak, Charlene;30756;40754;0
715;Hall, Nor;30757;40755;0
716;Budapest, Zsuzsanna;30758;40756;0
717;Lorenzano, Neomi;30774;40773;0
718;Paz, Octavio;30318;40774;0
719;Ridell, A. S.;30775;40775;0
720;Gonzales, Sylvia;30776;40776;0
721;Sanchet-Vasquez, A.;30777;40777;0
722;Moreno, Dorinda;30778;40778;0
723;Astrov, Margot;30779;40779;0
724;Kavanaugh, Mary Oldham Eagle (Editor);30329;40780;0
725;Davis, Elizabeth Lindsay;30780;40781;0
726;U.S. Department of Commerce, Bureau of the Census;30781;40782;0
727;no name;30782;40783;0
728;Wallace, Phyllis A.;30783;40784;0
729;Chapin, David;30784;40785;0
730;National Science Foundation;30785;40786;0
731;Southern, Eileen;30786;40787;0
732;Hare, Maud Cuney;30787;40788;0
733;Work, John W.;30788;40789;0
734;Smith, Eleanor;30789;40790;0
735;Landeck, Beatrice;30790;40791;0
736;Jones, LeRoi;30791;40792;0
737;Johnson, James Weldon;30792;40793;0
738;Johnson, J. Rosamond;30793;40793;0
739;Allen, William F.;30794;40794;0
740;Ware, Charles P.;30795;40794;0
741;Garrison, Lucy M.;30796;40794;0
742;Hindeland, Michael J.;30797;40795;0
743;Dunn, Christopher S.;30798;40795;0
744;McGowan, Brenda;30799;40796;0
745;Blumenthal, Karen J.;30800;40796;0
746;Barron, M. L.;30801;40797;0
747;Conrat, Maisie;30802;40798;0
748;Conrat, Richard;30803;40798;0
749;Conroy, F. H.;30804;40799;0
750;Hosokawa, Bill;30805;40800;0
751;Houston, Jeanne Wakatsuki;30806;40801;0
752;Houston, James D.;30807;40801;0
753;Ichihashi, Yamato;30808;40802;0
754;Kitagawa, Daisuke;30809;40803;0
755;Kitano, Harry H. L.;30810;40804;0
756;Okimoto, Daniel I.;30811;40805;0
757;Okubo, Mine.;30812;40806;0
758;Stuart, I. R.;30813;40807;0
759;Weglyn, Michi.;30814;40808;0
760;no name;30815;40809;0
761;no name;30816;40810;0
762;no name;30817;40811;0
763;Bandura, Albert (Ed.);30818;40812;0
764;Carlyle, Thomas;30819;40813;0
765;Eisenstein, Zillah R. (Ed.);30820;40814;0
766;Emerson, R.;30821;40815;0
767;James, William;30822;40816;60248
768;Jacobs, Karen Folger;30823;40817;0
769;Klapp, Orin;30824;40818;0
770;Michels, Robert;30825;40819;0
771;Plekhanov, G. V.;30826;40820;0
772;Rosenberg, Philip;30827;40821;0
773;Ruddick, Sara;30828;40822;0
774;Daniels, Pamela;30829;40822;0
775;Wallace, Michele;30830;40823;0
776;Weinbaum, Batya;30831;40824;0
777;Van Allen, Judith;30832;40825;60249
778;Ifeka-Moller, Caroline;30833;40826;60140
779;Ritzenthaler, R.E.;30834;40827;60251
780;O'Barr, Jean;30835;40828;60250
781;Kimambo, I.N.;30836;40829;0
782;Urdang, Stephanie;30837;40830;0
783;Mathieu, Nicole-Claude;30838;40831;60252
784;Davidson, Basil;30839;40832;0
785;Ranger, T.O.;30840;40833;60253
786;Ranger, T.O.;30840;40834;60254
787;Labowitz, Leslie;30841;40835;60255
788;Lacy, Suzanne;30842;40835;60255
789;Lasch, Pat;30843;40836;0
790;Damon, Betsy;30550;40837;0
791;Hammond, Harmony;30366;40838;0
792;Stevens, May;30844;40839;0
793;Schapiro, Miriam;30845;40840;0
794;Guerreresi, Patricia;30846;40841;0
795;Smith, Mimi;30847;40842;0
796;Nordgren, Carol;30848;40843;0
797;Tardi, Carla;30849;40844;0
798;Sleigh, Sylvia;30850;40845;0
799;Applebroog, Ida;30851;40846;0
800;Bernstein, Shirley;30852;40847;0
801;Terronez, Irene B.;30853;40848;0
802;De Genevieve, Barbara;30854;40849;0
803;Ratcliff, Carter;30855;40850;0
804;Alloway, Lawrence;30856;40851;60256
805;Kuspit, Donald B.;30857;40852;60257
806;Zucker, Barbara;30858;40853;0
807;Kozloff, Joyce;30859;40854;0
808;Abrams, Jane;30860;40855;0
809;Lederman, Stephanie Brody;30861;40856;0
810;Levine, Marion Lerner;30862;40857;0
811;Cooling, Janet;30863;40858;0
812;Kornegger, Peggy;30875;40859;60258
813;Kornegger, Peggy;30875;40860;60259
814;The Journal Collective;30876;40861;60260
815;Shapiro, Lynne D.;30864;40862;0
816;Joan, Polly;30865;40863;0
817;Chesman, Andrea;30866;40863;0
818;Grimstad, Kirsten;30867;40864;0
819;Rennie, Susan;30868;40864;0
820;Grimstad, Kirsten;30867;40865;0
821;Rennie, Susan;30868;40866;60261
822;Riddle, Dorothy;30869;40867;60262
823;Hakim, Eleanor;30870;40868;60255
824;Morgan, Robin;30871;40869;0
825;Tanner, Leslie B, (Ed,);30872;40870;0
826;Stambler, Sookie (Ed.);30873;40871;0
827;Leffler, Ann;30874;40872;60263
828;Rich, Adrienne;30191;40873;60264
829;Rich, Adrienne;30191;40874;60265
830;Rich, Ruby B.;30249;40875;60267
831;Nemer, Cindy;30877;40876;60266
832;Lippard, Lucy R.;30189;40877;60267
833;Cixous, Helene;30878;40878;60267
834;Gledhill, Christine;30879;40879;60268
835;Love, Myra;30880;40880;60269
836;Heilbrun, Carolyn G.;30881;40881;0
837;no name;30882;40882;60270
838;Lerner, Gerda;30732;40883;60271
839;Pool, Jeannie G.;30883;40884;0
840;Nochlin, Linda;30308;40885;60272
841;Smith, Hilda;30884;40886;60271
842;Borroff, Edith;30885;40887;60273
843;Chicago, Judy;30460;40888;0
844;Bogin, Meg;30886;40889;0
845;Gordon, Anne;30887;40890;60271
846;Buhle, Mary Jo;30888;40890;60271
847;Dye, Nancy Schrom;30889;40890;60271
848;Olsen, Tillie;30890;40891;0
849;Arenal, Electra;30891;40892;60274
850;Drinker, Sophie;30892;40893;0
851;Quasten, Johannes;30893;40894;60275
852;Hettrick, Jane Shatkin;30894;40895;60276
853;Pagels, E. H.;30895;40896;60277
854;Pagels, E. H.;30895;40897;0
855;Migne;30896;40898;0
856;Pitra, Jean Baptiste (Ed.);30897;40899;0
857;Kaiser, Paulus (Ed.);30898;40900;0
858;Schmidt-Görg, Joseph;30899;40901;0
859;Barth, Pudentiana;30900;40901;0
860;Ritscher, M. Immaculata;30901;40901;0
861;Singer, Charles;30902;40902;60278
862;Gmelch;30903;40903;0
863;Böckeler, Maura;30904;40904;0
864;Schmidt-Görg, Joseph;30899;40905;60279
865;Ritscher, M. Immaculata;30901;40906;60280
866;Hamel, Peter Michael;30941;40942;
867;Jones, Robert;30942;40943;60289
868;Oliveros, Pauline;30943;40944;0
869;Oliveros, Pauline;30943;40945;0
870;Heline, Corinne;30944;40946;0
871;Keyes, Laurel Elizabeth;30945;40947;0
872;Schumann, Robert;30946;40948;0
873;Krebs, T. L.;30947;40949;60290
874;Hale, Philip;30948;40950;60291
875;Hale, Philip;30948;40951;60291
876;Bacewicz, Wanda;30949;40952;60292
877;Kisielewski, Stefan;30950;40953;60293
878;Kisielewski, Stefan;30950;40954;60294
879;Marek, Tadeusz;30951;40955;60295
880;Sierpinski, Zdzislaw;30952;40956;60296
881;Swolkien, Henryk;30953;40957;60297
882;Zielenski, Tadeusz A.;30954;40958;0
883;Gaume, Mary Matilda;30955;40959;0
884;Mead, Rita;30956;40960;0
885;no name;30957;40961;0
886;Seeger, Charles;30958;40962;60298
887;Cowell, Sidney Robertson;30959;40963;60299
888;Virgil Thomson;30960;40964;0
889;Sandburg, Carl;30983;40984;0
890;Lomax, John Avery (Ed.);30984;40985;0
891;Lomax, Alan;30438;40985;0
892;Thompson, Stith;30986;40986;0
893;Lomax, John Avery (Ed.);30984;40987;0
894;Korson, George;30987;40988;0
895;Lomax, John Avery (Ed.);30984;40989;0
896;Lomax, Alan;30438;40989;0
897;Botkin, Benjamin A.;30988;40990;0
898;Boggs, Edna Garrido;30989;40991;0
899;Seeger, Ruth Crawford;30990;40992;0
900;Seeger, Ruth Crawford;30990;40993;0
901;Seeger, Ruth Crawford;30990;40994;0
902;Brunvand, Jan Harold;30991;40995;0
903;Silverman, Jerry;30992;40996;0
904;Fowke, Edith (Ed.);30993;40997;0
905;Glazier, Joe;30994;40997;0
906;Lomax, John Avery (Ed.);30984;40998;0
907;Lomax, Alan;30438;40998;0
908;Child, Francis James;30995;40999;0
909;Cheney, Joyce;30996;41000;0
910;Deihl, Marcia;30997;41000;0
911;Silverstein, Deborah;30998;41000;0
912;Bronson, Bertrand Harris;30999;41001;0
913;Jasen, David A.;31000;41002;0
914;Tichenor, Trebor Jay;31001;41002;0
915;Morath, Max;31002;41003;0
916;Morath, Max;31002;41004;0
917;Blesh, Rudi;31003;41005;0
918;Janis, Harriet;31004;41005;0
919;Mead, Margaret;30084;41006;0
920;Millett, Kate;31005;41007;0
921;Weinman, Janice;31006;41008;60303
922;McAllester, David;31007;41009;60304
923;Andersen, Johannes C.;31008;41010;0
924;Gillis, Frank;31009;41011;0
925;Merriam, Alan P.;31010;41011;0
926;Lamphere, Louise;31011;41012;60305
927;Rosaldo, Michelle Zimbalist;30144;41013;60288
928;Hays, H. R.;31012;41014;0
929;Chodorow, Nancy;31013;41015;60272
930;Bamberger, Joan;31014;41016;60288
931;Mitchell, Juliet;30051;41017;0
932;Lomax, Alan;30438;41018;0
933;Gradenwitz, Peter;31015;41019;0
934;Lomax, Alan;30438;41020;0
935;Waterman, Richard A.;31016;41021;60304
936;Paul, Lois;31017;41022;60288
937;Hofmann, Charles;31018;41023;0
938;Slonimsky, Nicolas;31019;41024;0
939;Douglas, Ann;31020;41025;0
940;Hipsher, Edward, Ellsworth;31021;41026;0
941;Sonneck, Oscar;31022;41027;0
942;Howard, John Tasker;31023;41028;0
943;Ebel, Otto;31024;41029;0
944;James, Edward T.;31025;41030;0
945;Densmore, Frances;31026;41031;0
946;Ewen, David;31027;41032;0
947;Thompson, Oscar;31028;41033;0
948;Densmore, Frances;31026;41034;60306
949;Densmore, Frances;31026;41035;60307
950;Densmore, Frances;31026;41036;60308
951;Farrer, Claire R.;31029;41037;0
952;Frisbie, Charlotte Johnson;31030;41038;0
953;Frisbie, Charlotte Johnson;31030;41039;0
954;Goodman, Linda;31031;41040;0
955;Goodman, Linda;31031;41041;0
956;Halpern, Ida;31032;41042;60309
957;Kurath Gertrude P.;31033;41043;60310
958;Kurath Gertrude P.;31033;41044;60311
959;McLeod, Norma;30441;41045;60312
960;Roberts, Helen M.;31034;41046;60313
961;Mumford, Lewis;31051;41058;0
962;Marx, Karl;31052;41059;0
963;Engels, Friedrich;31053;41059;0
964;Lurcat, André;31054;41060;60317
965;Cassetti, Bruno;31055;41061;60318
966;Friend, Llena;31057;41068;60319
967;Garrison, George P.;31058;41069;60320
968;Gerry, Margarita Spalding;31059;41070;60321
969;Hayden, Dolores;30694;41071;0
970;Hinds, William Alfred;31060;41072;0
971;James, Eleanor;31061;41073;60322
972;Kent, Reverend Alexander;31062;41074;60323
973;Roth, Aline;31063;41075;60324
974;Temple Chamber of Commerce;31064;41076;0
975;Tyler, George W.;31065;41077;0
976;Kozloff, Joyce;30859;41078;60325
977;Jaudon, Valerie;31066;41078;60325
978;Weatherford, Elizabeth;30041;41079;60120
979;Dewhurst, C. Kurt;31067;41080;0
980;MacDowell, Betty;31068;41080;0
981;MacDowell, Marsha;31069;41080;0
982;Cooper, Patricia;31070;41081;0
983;Buford, Norma B.;31071;41081;0
984;Gordon, Beverly;31072;41082;60326
985;Patterson, Patricia;31073;41083;60325
986;Lippard, Lucy R.;30189;41084;60325
987;Hansen, Judith;31074;41085;60327
988;Hall, Edward T.;30089;41086;0
989;Gowans, Alan;31075;41087;60328
990;Boyd, E.;31076;41088;0
